MutualExclusion,NThreads,val_a,val_b,nRectangles/Sub-Intervals,Result,Time(ms)
./trap_semaphore,26,2.000000,242.000000,12,2080.000000,0.652075
./trap_semaphore,26,2.000000,242.000000,12,2080.000000,0.696898
./trap_semaphore,26,2.000000,242.000000,12,2080.000000,0.627995
./trap_semaphore,26,2.000000,242.000000,12,2080.000000,0.634193
./trap_semaphore,28,2.000000,242.000000,12,2240.000000,0.602961
./trap_semaphore,28,2.000000,242.000000,12,2240.000000,0.809908
./trap_semaphore,28,2.000000,242.000000,12,2240.000000,0.911951
./trap_semaphore,28,2.000000,242.000000,12,2240.000000,0.782013
./trap_semaphore,28,2.000000,242.000000,12,2240.000000,0.764847
./trap_semaphore,30,2.000000,242.000000,12,2400.000000,0.816107
./trap_semaphore,30,2.000000,242.000000,12,2400.000000,0.862122
./trap_semaphore,30,2.000000,242.000000,12,2400.000000,0.917912
./trap_semaphore,30,2.000000,242.000000,12,2400.000000,0.765085
./trap_semaphore,30,2.000000,242.000000,12,2400.000000,0.716925
./trap_semaphore,32,2.000000,242.000000,12,2560.000000,0.955105
./trap_semaphore,32,2.000000,242.000000,12,2560.000000,0.787973
./trap_semaphore,32,2.000000,242.000000,12,2560.000000,0.834942
./trap_semaphore,32,2.000000,242.000000,12,2560.000000,1.035929
./trap_semaphore,32,2.000000,242.000000,12,2560.000000,1.411915
./trap_semaphore,34,2.000000,242.000000,12,2720.000000,0.794888
./trap_semaphore,34,2.000000,242.000000,12,2720.000000,0.794172
./trap_semaphore,34,2.000000,242.000000,12,2720.000000,0.765085
./trap_semaphore,34,2.000000,242.000000,12,2720.000000,0.897169
./trap_semaphore,34,2.000000,242.000000,12,2720.000000,0.784874
./trap_semaphore,36,2.000000,242.000000,12,2880.000000,0.892878
./trap_semaphore,36,2.000000,242.000000,12,2880.000000,1.055956
./trap_semaphore,36,2.000000,242.000000,12,2880.000000,1.086950
./trap_semaphore,36,2.000000,242.000000,12,2880.000000,0.883102
./trap_semaphore,36,2.000000,242.000000,12,2880.000000,0.868082
./trap_semaphore,38,2.000000,242.000000,12,3040.000000,0.938177
./trap_semaphore,38,2.000000,242.000000,12,3040.000000,0.946999
./trap_semaphore,38,2.000000,242.000000,12,3040.000000,1.069069
./trap_semaphore,38,2.000000,242.000000,12,3040.000000,0.952005
./trap_semaphore,38,2.000000,242.000000,12,3040.000000,0.988007
./trap_semaphore,40,2.000000,242.000000,12,3200.000000,1.020908
./trap_semaphore,40,2.000000,242.000000,12,3200.000000,0.994921
./trap_semaphore,40,2.000000,242.000000,12,3200.000000,1.050949
./trap_semaphore,40,2.000000,242.000000,12,3200.000000,1.060963
./trap_semaphore,40,2.000000,242.000000,12,3200.000000,1.497984
./trap_semaphore,42,2.000000,242.000000,12,3360.000000,1.001120
./trap_semaphore,42,2.000000,242.000000,12,3360.000000,1.044989
./trap_semaphore,42,2.000000,242.000000,12,3360.000000,0.921965
./trap_semaphore,42,2.000000,242.000000,12,3360.000000,0.991106
./trap_semaphore,42,2.000000,242.000000,12,3360.000000,1.073122
./trap_semaphore,44,2.000000,242.000000,12,3520.000000,1.037121
./trap_semaphore,44,2.000000,242.000000,12,3520.000000,1.046896
./trap_semaphore,44,2.000000,242.000000,12,3520.000000,1.114130
./trap_semaphore,44,2.000000,242.000000,12,3520.000000,1.067162
./trap_semaphore,44,2.000000,242.000000,12,3520.000000,1.030922
./trap_semaphore,46,2.000000,242.000000,12,3680.000000,1.148939
./trap_semaphore,46,2.000000,242.000000,12,3680.000000,1.100063
./trap_semaphore,46,2.000000,242.000000,12,3680.000000,1.049042
./trap_semaphore,46,2.000000,242.000000,12,3680.000000,1.057148
./trap_semaphore,46,2.000000,242.000000,12,3680.000000,1.170874
./trap_semaphore,48,2.000000,242.000000,12,3840.000000,1.155138
./trap_semaphore,48,2.000000,242.000000,12,3840.000000,1.343012
./trap_semaphore,48,2.000000,242.000000,12,3840.000000,1.450062
./trap_semaphore,48,2.000000,242.000000,12,3840.000000,1.080990
./trap_semaphore,48,2.000000,242.000000,12,3840.000000,1.091003
./trap_semaphore,50,2.000000,242.000000,12,4000.000000,1.121998
./trap_semaphore,50,2.000000,242.000000,12,4000.000000,1.143217
./trap_semaphore,50,2.000000,242.000000,12,4000.000000,1.536846
./trap_semaphore,50,2.000000,242.000000,12,4000.000000,1.380920
./trap_semaphore,50,2.000000,242.000000,12,4000.000000,1.208067
./trap_semaphore,52,2.000000,242.000000,12,4160.000000,1.240969
./trap_semaphore,52,2.000000,242.000000,12,4160.000000,1.230955
./trap_semaphore,52,2.000000,242.000000,12,4160.000000,1.200914
./trap_semaphore,52,2.000000,242.000000,12,4160.000000,1.297951
./trap_semaphore,52,2.000000,242.000000,12,4160.000000,1.374006
./trap_semaphore,54,2.000000,242.000000,12,4320.000000,1.390219
./trap_semaphore,54,2.000000,242.000000,12,4320.000000,1.261950
./trap_semaphore,54,2.000000,242.000000,12,4320.000000,1.340151
./trap_semaphore,54,2.000000,242.000000,12,4320.000000,1.283884
./trap_semaphore,54,2.000000,242.000000,12,4320.000000,1.297951
./trap_semaphore,56,2.000000,242.000000,12,4480.000000,1.465082
./trap_semaphore,56,2.000000,242.000000,12,4480.000000,1.674175
./trap_semaphore,56,2.000000,242.000000,12,4480.000000,1.288891
./trap_semaphore,56,2.000000,242.000000,12,4480.000000,1.324177
./trap_semaphore,56,2.000000,242.000000,12,4480.000000,1.243114
./trap_semaphore,58,2.000000,242.000000,12,4640.000000,1.302958
./trap_semaphore,58,2.000000,242.000000,12,4640.000000,1.507998
./trap_semaphore,58,2.000000,242.000000,12,4640.000000,1.488924
./trap_semaphore,58,2.000000,242.000000,12,4640.000000,1.302958
./trap_semaphore,58,2.000000,242.000000,12,4640.000000,1.408815
./trap_semaphore,60,2.000000,242.000000,12,4800.000000,1.519918
./trap_semaphore,60,2.000000,242.000000,12,4800.000000,1.441002
./trap_semaphore,60,2.000000,242.000000,12,4800.000000,1.424074
./trap_semaphore,60,2.000000,242.000000,12,4800.000000,1.374960
./trap_semaphore,60,2.000000,242.000000,12,4800.000000,1.644135
./trap_semaphore,62,2.000000,242.000000,12,4960.000000,1.875877
./trap_semaphore,62,2.000000,242.000000,12,4960.000000,1.748085
./trap_semaphore,62,2.000000,242.000000,12,4960.000000,1.506090
./trap_semaphore,62,2.000000,242.000000,12,4960.000000,1.445055
./trap_semaphore,62,2.000000,242.000000,12,4960.000000,1.529932
./trap_semaphore,64,2.000000,242.000000,12,5120.000000,1.478910
./trap_semaphore,64,2.000000,242.000000,12,5120.000000,1.914024
./trap_semaphore,64,2.000000,242.000000,12,5120.000000,1.522779
./trap_semaphore,64,2.000000,242.000000,12,5120.000000,3.145933
./trap_semaphore,64,2.000000,242.000000,12,5120.000000,1.797915
